link_id,abs_key,source,target,wkt,nature,possol
1222,TRONROUT0000000008084017,2483,1458,"LINESTRING (940993.3 6434835.6, 940994.2 6434822.6, 940996.8 6434812.3, 941000.3 6434801.9, 941003.8 6434790.5, 941007.2 6434775.4, 941010.3 6434760.7, 941016.3 6434730.3, 941020.3 6434706.9)",Sentier,0
1223,TRONROUT0000000008088459,2419,2448,"LINESTRING (942806.6 6427484.1, 942759.5 6427449.2, 942728.4 6427426.5, 942753.1 6427414.9, 942770.7 6427412.9, 942730.8 6427394.7, 942728.1 6427390.3, 942733.2 6427372.7, 942735.9 6427345.8)",Sentier,0
1224,TRONROUT0000000008088479,2148,2484,"LINESTRING (940021.3 6427524.4, 940010.8 6427531.8, 940004.6 6427536.1)",Route_a_1_chaussee,1
1225,TRONROUT0000000008088480,2293,2446,"LINESTRING (939932.6 6427256.7, 939919 6427243.7, 939889.6 6427231.9, 939874.3 6427225.9, 939866.2 6427223.5)",Chemin,0
1226,TRONROUT0000000008090534,1582,2485,"LINESTRING (937063.6 6424806.6, 937057.9 6424802.3, 937054.4 6424799.9)",Route_a_1_chaussee,1
1227,TRONROUT0000000008088986,2486,2487,"LINESTRING (942418.2 6426398.6, 942425.3 6426379.7, 942423.8 6426371.2, 942433.8 6426366.6, 942445.2 6426361.3, 942455.8 6426356.3, 942469.9 6426355.2)",Sentier,0
1228,TRONROUT0000000008090508,1575,2471,"LINESTRING (938437.2 6425206.8, 938444.9 6425228.5, 938449.9 6425264.3, 938506.6 6425313.8, 938542.9 6425360.3, 938560.3 6425388.2, 938580.9 6425431.8, 938583 6425484.9, 938611.8 6425570.5, 938646.9 6425659.1, 938644 6425688.8, 938638.1 6425724.7, 938646.2 6425760.6, 938660.6 6425794.9, 938668.8 6425836.9, 938664.4 6425874.4, 938686.6 6425910.2, 938736.4 6425942.6)",Sentier,0
1229,TRONROUT0000000008090532,2485,2299,"LINESTRING (937054.4 6424799.9, 937033.3 6424784.8, 937004.6 6424763.2, 936978.2 6424752, 936955.8 6424745.4, 936918.6 6424742.7, 936878.2 6424741.1)",Route_a_1_chaussee,0
1230,TRONROUT0000000008091153,1748,2369,"LINESTRING (938676.4 6424425.4, 938666.4 6424427.2, 938651.7 6424428.3, 938631.9 6424429.4, 938616.9 6424434.2, 938596.8 6424443.5, 938564.5 6424457, 938547.1 6424466.5, 938526.5 6424479.8, 938500.1 6424496.3, 938482.3 6424508.2, 938466.7 6424520.6, 938446.7 6424538.3, 938428.2 6424555.5, 938401.1 6424575.5, 938374 6424595.4, 938350.8 6424615.2, 938329.7 6424633.2, 938308.5 6424650.6, 938295.4 6424659.9)",Route_a_1_chaussee,0
1231,TRONROUT0000000014417005,1847,2488,"LINESTRING (943226 6428168.1, 943187.4 6428137.2, 943161.3 6428120.6, 943148.2 6428112.3, 943140.2 6428109.6, 943136.2 6428110.5, 943131.3 6428115.2, 943120.5 6428145.3)",Sentier,0
1232,TRONROUT0000000014417007,1689,1740,"LINESTRING (941810.8 6426599.7, 941784.2 6426578.8, 941762.8 6426565.2, 941756.2 6426556.2, 941750.6 6426535.2, 941747.7 6426516.3, 941742.1 6426499, 941736.9 6426494.1, 941733.7 6426486.8, 941726.2 6426477.5, 941717 6426464.4, 941708.1 6426453.6, 941693.5 6426444.4, 941677.6 6426436.8, 941659 6426434.9, 941645.4 6426432.8, 941630.6 6426432.7, 941624.7 6426432.8, 941618.9 6426430.7, 941609.1 6426433.4, 941590.3 6426431.5, 941578.5 6426431.5, 941567.4 6426427.3, 941555.9 6426422.3, 941542 6426417.3, 941530.7 6426408.7, 941516.6 6426403.6, 941503.9 6426402.3, 941492.6 6426405.9)",Sentier,0
1233,TRONROUT0000000014417009,2489,1835,"LINESTRING (939372.5 6427041.5, 939383 6427029, 939397 6427024.5, 939442.9 6427024.1)",Chemin,0
1234,TRONROUT0000002215947000,2490,2399,"LINESTRING (941009.4 6427971.4, 941006.2 6427981.8, 941004.9 6427983.9, 941004.6 6427984.1)",Route_a_1_chaussee,0
1235,TRONROUT0000002215947001,2399,2400,"LINESTRING (941004.6 6427984.1, 941003.6 6427984.7, 941001.4 6427985.2, 940999.4 6427985.6, 940998 6427986.7, 940996.3 6427988.6, 940990.5 6427995.5, 940988.3 6427998.6)",Route_a_1_chaussee,0
1236,TRONROUT0000002215947010,2491,2490,"LINESTRING (941014.2 6427946.2, 941009.4 6427971.4)",Route_a_1_chaussee,0
1237,TRONROUT0000002215947212,2396,2491,"LINESTRING (941018 6427930.8, 941014.2 6427946.2)",Route_a_1_chaussee,0
1238,TRONROUT0000000037211644,2335,2492,"LINESTRING (937973.8 6424885.2, 937968.4 6424881.6, 937964.3 6424880.7, 937931.6 6424874.8, 937923.6 6424872.4, 937916.6 6424868.2, 937912.6 6424861.3, 937905.9 6424846.7)",Route_a_1_chaussee,0
1239,TRONROUT0000002006316554,2449,1751,"LINESTRING (942124 6426147, 942133.9 6426146.4, 942146.6 6426145.3, 942151.2 6426142.5, 942156.2 6426137.2, 942160.1 6426133.7, 942163.6 6426131.6, 942167.1 6426127.3, 942168.9 6426124.9, 942191.8 6426115.4, 942200.3 6426109, 942209.9 6426105.1, 942220.8 6426099.8, 942228.9 6426093.1, 942235.6 6426088.2, 942242.7 6426085.4, 942246.6 6426084.7, 942243.8 6426091, 942241.3 6426100.6, 942240.6 6426106.2, 942240.2 6426111.5, 942240.2 6426113.2, 942244.8 6426108, 942250.1 6426104.1, 942263.9 6426098.4, 942268.5 6426096.3, 942265.6 6426105.5, 942260.7 6426113.9, 942258.2 6426119.2, 942256.1 6426130.9, 942255.1 6426136.9, 942262.8 6426130.9, 942280.5 6426124.9, 942297.1 6426118.9, 942299.9 6426118.9, 942294.3 6426134, 942290.7 6426145, 942289.3 6426148.5, 942290 6426149.6, 942292.5 6426149.9, 942313.3 6426135.5, 942320.7 6426133, 942324.6 6426130.5, 942327.8 6426132.6, 942325 6426147.1, 942320.7 6426157.7, 942319.3 6426165.8, 942323.9 6426177.4, 942328.5 6426172.1, 942335.6 6426166.5, 942343.3 6426161.5, 942349 6426162.6, 942345.5 6426167.2, 942340.5 6426173.9, 942338 6426179.2, 942338 6426181.3, 942344.4 6426177.8, 942349.3 6426175.6, 942353.9 6426173.2, 942355.3 6426173.9, 942355 6426180.2, 942339.5 6426203.5, 942333.4 6426209.8)",Sentier,0
1240,TRONROUT0000002006316619,2419,2013,"LINESTRING (942806.6 6427484.1, 942664.3 6427545.6, 942556 6427588.3, 942504.9 6427629.4)",Sentier,0
1241,TRONROUT0000000258034197,2402,2493,"LINESTRING (945582.1 6436796.9, 945587.8 6436796.1)",Route_a_1_chaussee,0
1242,TRONROUT0000000258034198,2166,2402,"LINESTRING (945510 6436820.3, 945512.5 6436812.1, 945516.3 6436807.5, 945520.3 6436803.1, 945527.1 6436799.5, 945552.1 6436791.2, 945561 6436789.1, 945567.8 6436790.2, 945582.1 6436796.9)",Route_a_1_chaussee,0
1243,TRONROUT0000000258034201,1544,2493,"LINESTRING (945606 6436820.8, 945609.6 6436813.6, 945603.7 6436806.4, 945587.8 6436796.1)",Route_a_1_chaussee,0
1244,TRONROUT0000000258034203,2167,2494,"LINESTRING (945815.8 6436692.4, 945794.7 6436708.7, 945782.9 6436715.8, 945749.2 6436731.7)",Route_empierree,0
1245,TRONROUT0000000258034209,1594,2326,"LINESTRING (945809.6 6436544.6, 945807.4 6436550.1, 945805.9 6436553.7)",Chemin,0
1246,TRONROUT0000000259255131,1595,2495,"LINESTRING (946014.4 6439272, 946026.3 6439269.8, 946035.7 6439270.9, 946046.5 6439270.6, 946084.1 6439266.3, 946087.3 6439265.2, 946088.7 6439263.3, 946088.4 6439255.5, 946087.6 6439224.5)",Route_a_1_chaussee,0
1247,TRONROUT0000000293512351,1687,1464,"LINESTRING (948385.7 6438362.3, 948386.9 6438369.3, 948390.6 6438378.4, 948397.4 6438390.5, 948398.9 6438398.5, 948403.6 6438405.4, 948410.4 6438412.1, 948413.6 6438415, 948414.7 6438417.8, 948414.1 6438422, 948411.7 6438423.6, 948409.4 6438423.8, 948406.5 6438423, 948402.3 6438422.3, 948399.5 6438423.2, 948396.3 6438426.6, 948395.4 6438427.1, 948391.1 6438426.9, 948390.7 6438426.5, 948388 6438425.8, 948386.8 6438425.7, 948383.7 6438426.5, 948381 6438429.1, 948379 6438431, 948376.3 6438433.1, 948374.4 6438433.7, 948372.1 6438433.5, 948370.1 6438431.7, 948368.6 6438429.1, 948366.8 6438426.4, 948364.9 6438423.8, 948363.4 6438423, 948360.8 6438423.1, 948358.1 6438423.8, 948353.6 6438421, 948348.5 6438415.4, 948347.8 6438413.2, 948346.8 6438411, 948345.5 6438410.2, 948342.5 6438409.8, 948340.3 6438410.6, 948339.1 6438412.9, 948338.7 6438415.3, 948339.4 6438421.5, 948342.3 6438429.5, 948344.7 6438433.8, 948344.8 6438436.5, 948343.5 6438439.2, 948340.7 6438440.9, 948337.8 6438441.1, 948334.4 6438439.6, 948332.8 6438437.1, 948330.4 6438425.5, 948329.8 6438424.2, 948328.2 6438423, 948324.8 6438421.9, 948321.3 6438421.8, 948319.4 6438423.2, 948318.1 6438424.3, 948317.1 6438427.5, 948315.4 6438434.4, 948316 6438437.8, 948318.4 6438441.1, 948319.2 6438442.1, 948319.6 6438446.1, 948318.8 6438447.1, 948317.4 6438447.6, 948315.3 6438447.1, 948313.1 6438445.2, 948311.7 6438442.4, 948310.5 6438441.2, 948307.2 6438440.1, 948305.6 6438438.5, 948303 6438435.2, 948300.6 6438432, 948297.6 6438429.5, 948297 6438428.1, 948296.7 6438426, 948296.9 6438421.7, 948296 6438419.8, 948294.1 6438418.6, 948292 6438418.3, 948290.1 6438419.6, 948289.3 6438423.4, 948287.7 6438429.7, 948287.8 6438434.8, 948288.9 6438437.2, 948290.8 6438439.2, 948293.9 6438441.7, 948295.9 6438443.3, 948296.2 6438445.3, 948294.4 6438448.5, 948292.8 6438449.7, 948291.1 6438450.5, 948289.6 6438449.8, 948284.5 6438446, 948280.9 6438442.7, 948279.6 6438440.6, 948278.5 6438437.4, 948277.8 6438436.4, 948275.7 6438434.8, 948271.7 6438432.6, 948269.5 6438431.2, 948266.8 6438428.4, 948265.3 6438425.9, 948263.8 6438422.4, 948262.5 6438417, 948261.8 6438415.1, 948260.7 6438413.7, 948257.9 6438413.6, 948254.6 6438414.6, 948252.3 6438419.9, 948252.2 6438426.6, 948252.2 6438428.1, 948254 6438431.2, 948256.8 6438433.5, 948257.1 6438434.5, 948256.2 6438440.4, 948257 6438442.6, 948260 6438446.7, 948260.4 6438449.3, 948258.5 6438451.9, 948256.8 6438452.6, 948254.6 6438452.8, 948249.9 6438452.2, 948247.3 6438449.8, 948242.8 6438445.9, 948240.9 6438444.6, 948238.5 6438443.3, 948232.6 6438439.4, 948229.3 6438436.2, 948227.1 6438435.2, 948223 6438435.5, 948218.4 6438434.4, 948214.8 6438433.8, 948200.5 6438426.8, 948194.9 6438422.5, 948193.2 6438420.8, 948192 6438416.7, 948191.7 6438415.9, 948189.8 6438413.6, 948184 6438408.4, 948180.3 6438405.2, 948176.1 6438402.1, 948174 6438401.1, 948170.8 6438399.9, 948168.4 6438399.8, 948165.1 6438399.8, 948163.2 6438400.3, 948162.3 6438402.4, 948162.6 6438405.2, 948163.3 6438408.1, 948169 6438418.8, 948175.9 6438425.8, 948181 6438430.6, 948183 6438432.8, 948184.8 6438435.3, 948185.6 6438439.1, 948187.4 6438447.4, 948189.3 6438449.6, 948191.6 6438451.7, 948193.2 6438453.6, 948193.8 6438455.5, 948193.5 6438456.4, 948192.3 6438457.4, 948190.1 6438457.9, 948188.7 6438457.8, 948185.5 6438456.8, 948182.7 6438456.8, 948180.7 6438457.1, 948179.1 6438455.9, 948176.9 6438451.6, 948175.6 6438449.2, 948173.6 6438447.9, 948171.8 6438447.2, 948168.2 6438447.7, 948166.5 6438450.1, 948167 6438452.8, 948170.1 6438458.5, 948173.5 6438462.4, 948174.3 6438464.9, 948175.4 6438468.1, 948178 6438470.8, 948181.2 6438472.3, 948183.8 6438474.7, 948184.7 6438477.3, 948186.4 6438482.3, 948188 6438484.4, 948191.2 6438488.2, 948195.8 6438491.1, 948196.2 6438493.3, 948194.8 6438495.5, 948189 6438495.9, 948186.1 6438495.8, 948176.4 6438494.3, 948172.5 6438494.6, 948167.8 6438494, 948163.3 6438492.3, 948159.3 6438490.9, 948151.5 6438491.1, 948147.3 6438490.9, 948142.3 6438490.6, 948139.8 6438490.8, 948134.7 6438492.9, 948134.1 6438494.2, 948134.2 6438497.3, 948135.7 6438503.7, 948139.4 6438513.9, 948142.7 6438521.1, 948149.6 6438530.9, 948155.6 6438540.7, 948162.1 6438546.7, 948166.1 6438549.2, 948171.4 6438552.7, 948174 6438557.9, 948174.2 6438562.6, 948175.4 6438564.6, 948178.9 6438567.4, 948186.7 6438574.2, 948193.2 6438579.9, 948197 6438583.5, 948200.6 6438588.8, 948206.2 6438602.5)",Sentier,0
1248,TRONROUT0000000293512397,2228,2229,"LINESTRING (947807.6 6438317.1, 947811.4 6438327.4, 947813.1 6438334.1, 947814.6 6438343.7, 947817.7 6438352.4, 947822 6438358.8, 947830.3 6438369.2, 947834.8 6438375.7)",Sentier,0
1249,TRONROUT0000000293512468,1767,1972,"LINESTRING (946283.8 6439197.9, 946283.1 6439178.7, 946282.5 6439143.1, 946283.2 6439102.5, 946283 6439100.9)",Route_empierree,0
1250,TRONROUT0000000293525019,1473,2496,"LINESTRING (945634 6437152.6, 945649 6437151.1, 945659.2 6437148.7, 945663.1 6437147, 945671 6437142.4)",Route_a_1_chaussee,0
1251,TRONROUT0000000293525072,2497,2498,"LINESTRING (945030.8 6439410.6, 945033.1 6439404.3, 945038.1 6439392.4, 945051.4 6439370, 945059.2 6439356.8, 945060.8 6439355.9, 945064.1 6439354.6, 945067.8 6439354.4, 945070.3 6439354.7, 945073.7 6439356.6, 945078 6439364.4, 945079.5 6439368.2, 945082 6439374.4, 945084.4 6439379.8, 945086.8 6439383.6, 945091.1 6439386.3, 945095.3 6439387.8, 945096.7 6439388.4)",Sentier,0
1252,TRONROUT0000000293525357,2220,1714,"LINESTRING (946264.3 6438698.6, 946264.1 6438697.5, 946250.3 6438675.2, 946239.6 6438662.1, 946224.8 6438650.4, 946222.8 6438647.1, 946222.9 6438642.9)",Chemin,0
1253,TRONROUT0000000295064377,1407,2409,"LINESTRING (943591.8 6425590.4, 943579.8 6425610.3, 943573.4 6425623.3)",Sentier,0
1254,TRONROUT0000000320076857,1614,2338,"LINESTRING (937863.5 6424915.9, 937828.2 6424918.5, 937800.9 6424921.8, 937782 6424922.4, 937767.6 6424918, 937750.2 6424909.9, 937739.8 6424907.3, 937735.1 6424908.1, 937732.8 6424911.5, 937731.7 6424916.5, 937732.2 6424919.7, 937737.9 6424927.2, 937754.8 6424939.7, 937763.9 6424943.8, 937772.2 6424944.6, 937796.7 6424949.5, 937811.1 6424955, 937824.6 6424962.5, 937829.3 6424965.6, 937834 6424967.3, 937854.4 6424969.6, 937882.6 6424967.4, 937900.8 6424965.7, 937917.7 6424967.7, 937926.8 6424970.5, 937935.3 6424973.7, 937942.4 6424974.1, 937966.1 6424971.2, 937993.5 6424973, 938019.4 6424978.9, 938027.7 6424981.8, 938058.6 6424991.9, 938108 6425010.2)",Route_a_1_chaussee,0
1255,TRONROUT0000000322302338,1471,1413,"LINESTRING (946105.2 6436620.2, 946083.9 6436613.3, 946056.2 6436603, 946036.9 6436594.4, 946005.9 6436580.8, 945982.3 6436568.6)",Route_a_1_chaussee,0
1256,TRONROUT0000000322302325,2180,2368,"LINESTRING (945451.1 6437009.3, 945453.1 6437005.3, 945459.5 6437005.3, 945468.5 6437005.5, 945474.9 6437006.5, 945480.9 6437007.9, 945485.7 6437009.4, 945491.8 6437009.7, 945493.4 6437006.5, 945494.8 6437004.6)",Route_a_1_chaussee,0
1257,TRONROUT0000000322302333,1881,2182,"LINESTRING (946096.9 6436704.7, 946102.8 6436700.8, 946114 6436694.2, 946138.8 6436686.7, 946148.1 6436686.3, 946159.7 6436685.9, 946167.1 6436686.1)",Route_a_1_chaussee,0
1258,TRONROUT0000000326565683,2337,1784,"LINESTRING (945452.3 6437142.8, 945454 6437140.5, 945453 6437107.7, 945447 6437106.6, 945437.7 6437108.7)",Sentier,0
1259,TRONROUT0000000326565684,2411,1476,"LINESTRING (945517.8 6437067.2, 945532.9 6437082.9, 945541.1 6437084.1)",Sentier,0
1260,TRONROUT0000000326565708,2362,2187,"LINESTRING (945479.3 6437118.7, 945486.5 6437122.4)",Sentier,0
1261,TRONROUT0000000332775009,2184,1782,"LINESTRING (946059.9 6436707.3, 946047.5 6436709.9, 946040.6 6436711.2)",Route_a_1_chaussee,0
1262,TRONROUT0000000356599932,1672,2499,"LINESTRING (945723.9 6437775.1, 945719 6437777.8)",Sentier,1
1263,TRONROUT0000000356599901,2132,2322,"LINESTRING (944469.1 6438921.8, 944470 6438918.9, 944472.9 6438911.8, 944477.8 6438903.2, 944482.4 6438897.9, 944484.7 6438896.8)",Sentier,0
1264,TRONROUT0000000356599860,1416,2500,"LINESTRING (942000.6 6437441.6, 941990.7 6437435.4, 941983.6 6437427.3, 941972.3 6437407.9, 941964.5 6437391.3, 941955 6437385.3, 941925.2 6437386.1, 941910.4 6437387.5)",Chemin,0
1265,TRONROUT0000000356599959,2209,2246,"LINESTRING (946995.1 6437787.4, 946992.4 6437786.4, 946984.4 6437778.3, 946978.7 6437774.5, 946975.9 6437771.3, 946968.5 6437764)",Sentier,0
1266,TRONROUT0000000356599972,1507,2317,"LINESTRING (948211.4 6438601.3, 948211.9 6438607.7, 948213.6 6438610.3, 948232.5 6438628, 948233.3 6438629.5, 948235.5 6438639.1, 948238.1 6438643.2, 948240.9 6438646.2, 948244.3 6438648.7, 948245.7 6438651.3, 948244.5 6438656.2, 948241.4 6438659.6, 948235.8 6438660.4, 948229.4 6438660.3, 948227.7 6438660.5, 948225.7 6438661.1, 948225 6438663.3, 948226 6438665.7, 948231.3 6438667.4, 948233.3 6438668.2, 948235.6 6438670.1, 948235.1 6438672.1, 948231.6 6438673.4, 948227.2 6438674.7, 948226.1 6438675.5, 948226.1 6438677.3, 948227.3 6438679.8, 948234.3 6438685.2, 948236.4 6438689.4, 948236.9 6438692.9, 948236.5 6438696.4, 948234.4 6438700.4, 948232.4 6438701.9, 948227.2 6438702.8, 948222.6 6438704.4, 948218.7 6438706.1, 948215.1 6438708.5, 948213.9 6438711, 948213.8 6438711.3, 948214.9 6438715.3, 948217.7 6438719, 948223 6438721.8, 948231.5 6438724.7, 948241.7 6438728.8, 948243.9 6438730.6, 948245.9 6438732.9, 948246 6438735.7, 948245.1 6438737.3, 948244.3 6438738.3, 948242.4 6438739.3, 948230.3 6438742.7, 948221 6438746.2, 948218.5 6438746.5, 948217 6438747, 948215.1 6438748.9, 948213.8 6438751, 948210.8 6438754.4, 948210.5 6438757, 948211.7 6438760.2, 948213.8 6438762.4, 948219.1 6438765.4, 948225.9 6438768, 948231.7 6438769.9, 948234.2 6438771.7, 948236.4 6438775.3, 948237.4 6438777.8, 948237.1 6438781.5, 948235.1 6438784.5, 948231.3 6438787.3, 948223.9 6438789.7, 948216.7 6438792.4, 948211.6 6438795.1, 948209.8 6438796.9, 948208.8 6438798.8, 948208.9 6438801.7, 948211.6 6438804.8, 948214.1 6438806.7, 948222.3 6438810.8, 948225.4 6438812.3, 948225.8 6438813, 948226 6438815.2, 948225.5 6438818.1, 948223.1 6438820.6, 948219.7 6438822.3, 948216.8 6438824.1, 948214.3 6438825.3, 948211 6438826.2, 948209 6438826.7, 948206 6438826.4, 948203.1 6438825.5, 948200.6 6438825, 948197.1 6438826.7, 948195 6438828.8, 948194.6 6438832.5, 948195.8 6438836, 948200.2 6438838.4, 948204.2 6438839.8, 948211 6438840.3, 948220.5 6438842.8, 948232.7 6438845.6, 948234.9 6438846.1, 948238.1 6438845.8, 948242.2 6438844.1, 948245.5 6438843.3, 948249.4 6438842.3, 948251.1 6438842.7, 948252 6438843.4, 948253.1 6438845.5, 948253 6438847.7, 948252.1 6438849.7, 948249.6 6438852.2, 948247 6438853.9, 948244.1 6438856.3, 948241.9 6438858.5, 948241.3 6438860.2, 948243.6 6438863.8, 948247.5 6438865, 948251 6438866.5, 948251.9 6438867.6, 948249.7 6438876.3, 948248.9 6438877.5, 948245.1 6438881.5, 948241.4 6438883.5, 948237.1 6438884.5, 948230.7 6438885.7, 948227.8 6438888, 948227.4 6438890.1, 948228.4 6438894.3, 948231.8 6438896.3, 948237.4 6438897.1, 948242.6 6438896.8, 948248.6 6438896, 948252.1 6438895.5, 948254.7 6438895.6, 948256.7 6438897.5, 948256.6 6438898.3, 948256.1 6438899.8, 948254.9 6438901.5, 948251.7 6438902.9, 948249.1 6438903.6, 948247 6438905.3, 948245.7 6438907.2, 948243.7 6438912, 948239.8 6438917.1, 948236.1 6438921.7, 948233.5 6438924.8, 948226.4 6438929.1, 948218.7 6438931.7, 948206.7 6438936.8, 948193.2 6438941.2, 948187.2 6438942.2, 948182.5 6438943, 948179.8 6438943.7, 948177.8 6438945.4, 948178 6438948, 948179.5 6438949.2, 948185.1 6438951.4, 948187.4 6438952.1, 948188.8 6438953.9, 948190.1 6438955.1, 948194 6438956.6, 948198 6438961.3, 948197.7 6438962.6, 948196.8 6438964.5, 948196.3 6438965.2, 948192.6 6438967.8, 948189.6 6438968.9, 948185.9 6438969.9, 948185.3 6438972.1, 948185.8 6438974.6, 948188.1 6438976.9, 948193.1 6438978.8, 948199.4 6438980, 948203.2 6438980.3, 948209.1 6438980.1, 948214.5 6438978.5, 948217.2 6438978.2, 948220.4 6438978.1, 948222.7 6438978.2, 948224.4 6438980.4, 948225.1 6438982.7, 948226 6438984.7, 948229.2 6438986.3, 948232.4 6438986.5, 948235.7 6438986.7, 948238.6 6438987.1, 948241 6438987.1, 948244.3 6438987.6, 948245.6 6438989.1, 948246.3 6438990.7, 948247.1 6438992.7, 948246.3 6438995.1, 948243.5 6438998.6, 948239 6439001, 948235.7 6439003.1, 948233.4 6439006.1, 948232.2 6439008.7, 948228.5 6439014, 948228.3 6439014, 948218.6 6439019.4, 948212.8 6439022.1, 948209.7 6439024.7, 948208.4 6439027.2, 948208.4 6439029.9, 948211.4 6439035.4, 948215.3 6439037.8, 948222.6 6439038.6, 948226.3 6439038.5, 948231.4 6439036.6, 948235 6439035.8, 948237.4 6439035.8, 948241.3 6439037.1, 948255.2 6439045.1, 948256.8 6439045.5, 948264 6439046.2, 948266.4 6439046.5, 948268.1 6439049.9, 948267.2 6439051.7, 948264 6439054.2, 948258.7 6439054.3, 948248.5 6439054.5, 948238.1 6439056.4, 948226.8 6439059.6, 948218.1 6439063.3, 948204.6 6439070.4, 948191.2 6439078.6, 948182.5 6439083.7, 948174 6439088.3, 948172.9 6439088.9, 948166.8 6439092, 948162.5 6439094.4, 948159.7 6439096.2, 948157.3 6439099.5, 948157.5 6439101, 948159.8 6439102.7, 948161.2 6439103.1, 948164.6 6439103.7, 948167.6 6439103.2, 948170.6 6439101.6, 948174.1 6439098.4, 948177.7 6439095.7, 948179.6 6439095, 948182.2 6439095.2, 948183.2 6439095.6, 948183.8 6439096.4, 948183.6 6439098.1, 948181.9 6439103.4, 948180.6 6439106.6, 948181.1 6439108.6, 948181.9 6439109.3, 948185.1 6439109.7, 948187.4 6439109.4, 948190.2 6439108.4, 948192.8 6439107.2, 948194.5 6439106.9, 948197.1 6439107.4, 948197.6 6439107.9, 948198.2 6439110.6, 948197.8 6439114, 948194.1 6439119.3, 948186.3 6439127.4, 948185.8 6439130.5, 948186 6439131.9, 948187.3 6439133.5, 948190.7 6439135, 948192.1 6439135.3, 948194.9 6439135.3, 948199.3 6439134.2, 948201.9 6439134.2, 948204.1 6439134.9, 948205.6 6439136.2, 948207.1 6439138.7, 948207.5 6439142, 948206 6439145, 948204.2 6439147.4, 948203.2 6439150.3, 948203.2 6439152.6, 948205.5 6439155.1, 948208.1 6439156.9, 948211.3 6439158.5, 948214.9 6439159.4, 948218.3 6439160.6, 948219.8 6439161.4, 948220.6 6439163.3, 948220.3 6439167.1, 948219.6 6439170.3, 948217.5 6439172.7, 948213.4 6439173.7, 948208.4 6439174.4, 948203.7 6439175.2, 948200.7 6439177, 948200.1 6439179.6, 948200.4 6439181, 948201.2 6439184.7, 948204.5 6439188, 948210.9 6439192, 948214.9 6439194.8, 948217.9 6439196.8, 948225.3 6439198.8, 948228.1 6439200.7, 948229.4 6439204.1, 948229.1 6439207.6, 948226.9 6439211.2, 948225.3 6439213, 948223.1 6439213.6, 948218.4 6439214.7, 948212.8 6439216.3, 948203.2 6439218.7, 948200.3 6439218.9, 948194.1 6439221.4, 948192.8 6439223.6, 948192 6439224.9, 948189.4 6439229, 948186.5 6439231.7, 948183 6439232.9, 948177.9 6439233.7, 948167.9 6439236.1, 948163.3 6439238.7, 948158.8 6439242.5, 948156.2 6439248.1, 948153.9 6439252.6, 948154.1 6439256.7, 948155.3 6439260.5, 948159.2 6439263, 948162.3 6439264.1, 948166.5 6439264.6, 948169.3 6439264.8, 948176.7 6439263.6, 948181.7 6439262.9, 948187.4 6439261.3, 948190.5 6439261, 948193 6439262.1, 948195 6439264, 948195 6439266.3, 948193.8 6439268.6, 948191.1 6439270.7, 948186.4 6439273.5, 948183.8 6439275, 948182.9 6439277.2, 948182.7 6439280.2, 948182.6 6439291.2, 948181.2 6439293.6, 948179.3 6439296.7, 948177.3 6439298.9, 948166.9 6439305.2)",Sentier,0
1267,TRONROUT0000000358026066,2245,2204,"LINESTRING (947424.6 6439398, 947420.6 6439403.6, 947420.4 6439407.6, 947420.4 6439409.7, 947419.9 6439412.6, 947419.8 6439417.7, 947418.1 6439423.7, 947415.9 6439427.4, 947413.3 6439429.8, 947411.2 6439435.4, 947410.5 6439443.7, 947410.1 6439445.7, 947409.2 6439449.1, 947405.6 6439452.9, 947403.2 6439455.3, 947400.4 6439460.6, 947399.9 6439463.2)",Sentier,0
1268,TRONROUT0000000358028906,2196,1735,"LINESTRING (939546.4 6428695.7, 939542.7 6428700.4, 939536.4 6428711.3, 939531.7 6428716.3, 939517.6 6428733.2, 939513.1 6428737.9, 939508 6428748.9, 939500.1 6428759.7, 939494.1 6428765.9, 939477.5 6428786, 939462.4 6428800, 939459.9 6428804.3, 939452.7 6428813.1, 939460 6428812.2, 939469.6 6428808.8, 939497.9 6428799.7)",Sentier,0
1269,TRONROUT0000002002037811,2061,1600,"LINESTRING (946656.3 6438967.2, 946668 6438994.4, 946676.8 6439005, 946680.9 6439008.5, 946702.2 6439018.5, 946754.5 6439035.3, 946779.8 6439041.6, 946806.8 6439071.8)",Sentier,0
1270,TRONROUT0000002002037882,1436,2501,"LINESTRING (944936.4 6438046.7, 944959.9 6438077.8, 944971.9 6438096.2, 944984.7 6438111.3, 945011.9 6438137.1, 945047.2 6438173, 945053.6 6438184.9, 945057.5 6438204.3, 945059.2 6438253.3, 945062.2 6438322.7, 945067.1 6438339, 945078.8 6438361.9, 945080.5 6438381.3, 945081.2 6438400.7, 945083.7 6438414.1, 945087.9 6438420.8, 945096.4 6438424.6, 945107.7 6438426, 945126.2 6438431.9, 945137.8 6438442.9, 945145.2 6438451, 945148.8 6438459.1, 945150.9 6438469.7, 945158.3 6438479.2, 945174.3 6438499.5, 945174.6 6438511.5)",Sentier,0
1271,TRONROUT0000002002037835,2224,2220,"LINESTRING (946243.7 6438844.7, 946244.5 6438835.6, 946245.8 6438811.2, 946246.2 6438806.5, 946250.6 6438783.1, 946261 6438738.5, 946266.8 6438714.5, 946267.1 6438710, 946264.3 6438698.6)",Chemin,0
