link_id,abs_key,source,target,wkt,nature,possol
277,TRONROUT0000000356599976,1825,1826,"LINESTRING (948145.1 6439317.7, 948142.8 6439334.7, 948141.1 6439360.7, 948137.1 6439378.3, 948131.6 6439406.5, 948131.8 6439415.2, 948133.5 6439421.8, 948136.9 6439424.3, 948140.5 6439423.5, 948145.3 6439421.1, 948150.5 6439412.1, 948155.4 6439406.6, 948160.4 6439403.3)",Chemin,0
278,TRONROUT0000000014417012,1760,1572,"LINESTRING (939007.7 6426510.3, 938956.3 6426482.3, 938922.4 6426479.8, 938907.2 6426457.4, 938897.1 6426448.1, 938904.3 6426467.7, 938891.2 6426456.6, 938893.4 6426479, 938887.3 6426473.5, 938886.5 6426490.4, 938850.6 6426473.8)",Sentier,0
279,TRONROUT0000000008091172,1827,1652,"LINESTRING (937167.2 6424534.7, 937154.1 6424529.5, 937142.7 6424528.1, 937130 6424530.3, 937100.1 6424544.6, 937071.6 6424559.9, 937047.1 6424576.7)",Chemin,0
280,TRONROUT0000000008090524,1828,1578,"LINESTRING (938094.2 6424822.9, 938081.5 6424812.5, 938065.8 6424796.6, 938045.8 6424774.2, 938026.4 6424749.4, 938012 6424731.4, 938004.8 6424721.1)",Route_a_1_chaussee,0
281,TRONROUT0000000322302324,1829,1790,"LINESTRING (945518.3 6436868.6, 945514.4 6436866, 945509 6436863.8)",Route_a_1_chaussee,0
282,TRONROUT0000002005858367,1830,1831,"LINESTRING (942115 6436018.8, 942113.7 6436018.3, 942109.1 6436012.6, 942104.3 6436004.4, 942102.1 6435997.6, 942101.7 6435990.1, 942099.9 6435987.3, 942098.6 6435982.7, 942098.4 6435977.9, 942100.4 6435976.2, 942103.2 6435976.2, 942105 6435975.5, 942111.1 6435976.6, 942115.4 6435971.3, 942113.8 6435969.8, 942113.8 6435968.2, 942115.5 6435965.5, 942113.8 6435961.7, 942116.8 6435959.3, 942114.4 6435953.2, 942117.2 6435951.2, 942123.2 6435942.9, 942125.3 6435936.4, 942124.2 6435934.2, 942120.5 6435930.1, 942112.1 6435929.9, 942111.5 6435929.4, 942113.7 6435926.3, 942116 6435923, 942118.6 6435921.5, 942118.7 6435918.3, 942117.4 6435916, 942119.5 6435913.1, 942119.8 6435910.2, 942118.5 6435909, 942115.8 6435908.8, 942117.8 6435902, 942124.1 6435889.1, 942124.1 6435880.1, 942126.7 6435864.8, 942131.8 6435857, 942132.7 6435854.4, 942136.6 6435848.2, 942138.1 6435842.8, 942141.4 6435835.9, 942140.7 6435832.7, 942141.3 6435827.5, 942142.7 6435824, 942142.9 6435818.9, 942145.4 6435817, 942145.7 6435813.8, 942144.7 6435810.5, 942142.5 6435809.6, 942135.9 6435814.4, 942132.4 6435815.3, 942127 6435819.3, 942125.2 6435819.9, 942123.5 6435822.5, 942122.6 6435822.7, 942121.8 6435824.9, 942120.7 6435826.1, 942115.9 6435827.1, 942110.1 6435824.7, 942108.6 6435820.2, 942103.2 6435818.9, 942102.2 6435816.4, 942103.1 6435814.9, 942107.5 6435812.1, 942109.8 6435807, 942107.7 6435803, 942108 6435799.9, 942106.1 6435795.2, 942103.7 6435793.1, 942104.8 6435789.1, 942107.7 6435784.9, 942111.1 6435783.4, 942113 6435782, 942113 6435781.1, 942110.4 6435779.4, 942109.7 6435776.5, 942108.8 6435775.5, 942106.7 6435775.6, 942105.6 6435776.8, 942102.4 6435776.4, 942090.4 6435767.8, 942084.7 6435768.6, 942079.4 6435768.3, 942077 6435769.8, 942076 6435769.2, 942078 6435765.6, 942080 6435763.5, 942082.6 6435756.8, 942086.8 6435750.2, 942092.3 6435746.2, 942093.1 6435744.3, 942092.8 6435742.9, 942091.5 6435741.7, 942089.1 6435741.6, 942085.6 6435739, 942084 6435736.9, 942079.3 6435736.4, 942076.7 6435738.8, 942073.3 6435739.8, 942068.9 6435739.5, 942068.2 6435738.4, 942068.5 6435736.8, 942070.2 6435734.8, 942073.2 6435729.5, 942075.8 6435727.2, 942077.9 6435723.5, 942083.9 6435717.9, 942087 6435713.1, 942089.8 6435711.6, 942090.6 6435709.8, 942087 6435709.3, 942082.2 6435707.3, 942076.4 6435703.4, 942068.7 6435705.1, 942067.5 6435704.9, 942068 6435702, 942052.3 6435695.9, 942048.9 6435692.7, 942038.8 6435686, 942034.8 6435682.3, 942030 6435679.5, 942029.2 6435679.8, 942021.5 6435677.4, 942019.1 6435674.7, 942015.5 6435674.5, 942010.2 6435671.6, 942008.3 6435668.6, 942004.6 6435666.3, 942000.5 6435664.2, 942000.2 6435661.8, 942013.8 6435658.9, 942014.9 6435656.8, 942010.6 6435655.2, 942007.9 6435655.3, 942005 6435653.5, 942005.9 6435652.6, 942016.4 6435648.2, 942017.7 6435645.5, 942021.4 6435643.1, 942024.1 6435645.9, 942028.1 6435643.8, 942030.9 6435643.1, 942040.1 6435636.2, 942044.3 6435636.2, 942048.8 6435634.7, 942057.1 6435633.9, 942058.5 6435632.5, 942057.2 6435630.6, 942054.5 6435628.8, 942050 6435627.1, 942048.6 6435627.7, 942047 6435625.2, 942050.2 6435622.5, 942052.5 6435621.8, 942055.5 6435622.5, 942057.9 6435621.8, 942062.2 6435623.6, 942061.3 6435620.3, 942059.3 6435619.1, 942058.1 6435616, 942056.8 6435614.8, 942054.8 6435615.3, 942051.3 6435613.8, 942040.3 6435613.9, 942038 6435612.8, 942038.9 6435611.2, 942040.8 6435611, 942054.2 6435602, 942059.4 6435594.3, 942060.7 6435590.4, 942058.3 6435589.7, 942052.5 6435591.7, 942039.9 6435592.2, 942038.2 6435591.6, 942031.9 6435591.6, 942027 6435592.3, 942022.5 6435591.4, 942012.6 6435591.5, 942006.3 6435590.2, 942002.2 6435587.2, 941997.1 6435585, 941995 6435583.1, 941995.1 6435582.1, 941999.6 6435579.7, 942002.9 6435577, 942008.9 6435567.9, 942010.1 6435564.9, 942010.5 6435557.1, 942011.4 6435554.6, 942011.2 6435552, 942012.1 6435550.3, 942012.3 6435547, 942011.7 6435541.4, 942012.9 6435539.3, 942019.8 6435533.7, 942023.3 6435529.3, 942035.2 6435521.2, 942045.6 6435510.3, 942048.1 6435509.8, 942056 6435502.6, 942059.2 6435501.7, 942064.8 6435498.5, 942074.6 6435490.4, 942075 6435488.5, 942076.9 6435485.5, 942084.5 6435481, 942087.2 6435478.8, 942090.5 6435478.3, 942094.4 6435476.2, 942113 6435472.8, 942114.5 6435471.8, 942114.9 6435469.9, 942114.3 6435468, 942112 6435467.6, 942109.2 6435466.2, 942106.3 6435466.3, 942105.5 6435463.1, 942102 6435463.1, 942098.9 6435460.8, 942096.7 6435458.3, 942092.8 6435458, 942089.3 6435456.8, 942087.2 6435457.1, 942082.9 6435455.1, 942079.4 6435454.6, 942075.5 6435453, 942074.5 6435451.3, 942075.2 6435450.3, 942077.8 6435449.7, 942079.1 6435448.8, 942090.7 6435448.4, 942095.3 6435443.8, 942095.8 6435442.3, 942093.7 6435435, 942091.7 6435430.7, 942090.4 6435429.1, 942086.1 6435426.5, 942082.9 6435422.5, 942078.4 6435409.5, 942073.9 6435401.4, 942074.1 6435397.8, 942077.2 6435391.3, 942084.5 6435381, 942089.9 6435377.5, 942093.5 6435373.2, 942095.1 6435370, 942095.4 6435366, 942099.4 6435359, 942100.9 6435357.6, 942100.3 6435352.6, 942102 6435347.7, 942103 6435338.6, 942104.7 6435335.2, 942103.2 6435328.4, 942103.1 6435324.4, 942104.2 6435320.9, 942104.2 6435316, 942102.7 6435313.2, 942104.4 6435307, 942100.5 6435300.8, 942098.8 6435299.8, 942093.1 6435302.1, 942089.5 6435306.4, 942086.2 6435307.3, 942081.6 6435306.3, 942075.4 6435310.1, 942073.1 6435314.9, 942071.5 6435316, 942066.1 6435316.2, 942060.9 6435319.3, 942058.6 6435319.1, 942056.9 6435318, 942052.4 6435317.8, 942050.1 6435316.6, 942048.2 6435307.8, 942045.2 6435303.5, 942044.7 6435301.2, 942040 6435297.1, 942032 6435287.8, 942024.4 6435283.5, 942023 6435281.2, 942017.8 6435278.1, 942016.3 6435277.9, 942010.2 6435267.9, 942008.9 6435264.2, 942009.5 6435260.7, 942004.6 6435255.9, 942000.7 6435247.8, 941997.2 6435239, 941993.3 6435232.6, 941991.4 6435230.8, 941985.6 6435221.9, 941980.9 6435216.6)",Sentier,0
283,TRONROUT0000000008091149,1675,1832,"LINESTRING (938666.7 6424329.3, 938658.8 6424322.2, 938647.4 6424311, 938641.8 6424305.4, 938637 6424299, 938634.5 6424289.1, 938633.5 6424279.2, 938634.6 6424268.1, 938636.3 6424255.4, 938642 6424237.5, 938645.3 6424218.6, 938646.9 6424199.2, 938647.3 6424181.6, 938646 6424152.6, 938642.5 6424136.7, 938639.6 6424124, 938636.2 6424115.4)",Route_empierree,0
284,TRONROUT0000000322302321,1833,1834,"LINESTRING (945528.3 6437035.5, 945524.7 6437049.6)",Sentier,0
285,TRONROUT0000000014417013,1835,1760,"LINESTRING (939442.9 6427024.1, 939415.3 6426993.4, 939373.2 6426971.3, 939324.9 6426939.9, 939288.7 6426909.3, 939265.4 6426866.4, 939250.9 6426813.1, 939235.5 6426762.7, 939221.3 6426736.6, 939194.1 6426714.3, 939122.8 6426671.9, 939091.6 6426643.2, 939064.4 6426614.3, 939056.1 6426586.3, 939050.1 6426576.1, 939039.7 6426536.8, 939036.6 6426523.7, 939024.5 6426511.7, 939007.7 6426510.3)",Sentier,0
286,TRONROUT0000000008091169,1496,1827,"LINESTRING (937349.5 6424577.9, 937331.3 6424581.4, 937315.7 6424582.8, 937293.4 6424582.6, 937274.5 6424580.5, 937258 6424577.3, 937247 6424572.8, 937240.5 6424568.4, 937231.9 6424564.7, 937222.6 6424562.8, 937211.5 6424562.2, 937202 6424560, 937195.2 6424556.1, 937184.3 6424545.6, 937167.2 6424534.7)",Chemin,0
287,TRONROUT0000000008091162,1683,1836,"LINESTRING (938244 6424241.3, 938219 6424243.2, 938194.7 6424245.5, 938167.9 6424246.8, 938146 6424244.7, 938124.9 6424241.6, 938101.4 6424236.3, 938085.4 6424233.2)",Chemin,0
288,TRONROUT0000000358026069,1837,1838,"LINESTRING (947656.3 6439350.7, 947644.8 6439362.7, 947637.3 6439372.9, 947630.7 6439384.5, 947616.7 6439399.3)",Sentier,0
289,TRONROUT0000000008091157,1819,1839,"LINESTRING (937760 6424525.8, 937756.4 6424522.3, 937739.7 6424506.3, 937719.3 6424485.9, 937709.5 6424473.5, 937700.8 6424457.1, 937689.1 6424443.4, 937680.3 6424439.6, 937662.5 6424437.8, 937643.6 6424435.7, 937613.6 6424431.2, 937589.9 6424427.5, 937578.4 6424422.2, 937572.3 6424417.8, 937565.6 6424413.5)",Route_empierree,0
290,TRONROUT0000000356599956,1445,1840,"LINESTRING (947036.8 6425424.5, 947025.7 6425427.3, 947020.4 6425428, 947014.4 6425427.5)",Route_empierree,0
291,TRONROUT0000002006316575,1696,1841,"LINESTRING (948279.5 6435718.4, 948277.4 6435712.5, 948280.7 6435708.1, 948284.9 6435704.2, 948288.3 6435700.1, 948290.5 6435695.5, 948293.3 6435689.9, 948294.7 6435685.3, 948296.7 6435679.8, 948302.2 6435676, 948305.6 6435673.3, 948309.6 6435670.5, 948313.9 6435666.5, 948316.4 6435661.1, 948319.6 6435655.8, 948321.2 6435651.9, 948323.8 6435647.1, 948327.2 6435642.4, 948329.6 6435638, 948333.1 6435631.8, 948335.6 6435627.4, 948337.6 6435621.5, 948338.6 6435616.2, 948338.3 6435610.3, 948337 6435604.4, 948335.4 6435599.7, 948333.8 6435594.9, 948330.3 6435590.7, 948326 6435586.3, 948326.7 6435579.3, 948329 6435574.3, 948329.5 6435569.2, 948329.4 6435563.5, 948329.1 6435558.6, 948330.6 6435554, 948331.6 6435548.9, 948332.6 6435543.4, 948334.4 6435537.8, 948335.9 6435533, 948336.4 6435527.3, 948338.5 6435522.1, 948342.6 6435519.1)",Sentier,0
292,TRONROUT0000000037211615,1761,1763,"LINESTRING (938250.6 6424691.3, 938211.3 6424720.6)",Route_a_1_chaussee,0
293,TRONROUT0000000332775008,1842,1843,"LINESTRING (945454.6 6437158.3, 945440.1 6437157.2, 945429.9 6437158.3, 945420.6 6437161.3, 945413.6 6437165.8)",Route_a_1_chaussee,0
294,TRONROUT0000000008081896,1599,1844,"LINESTRING (947988.5 6438506.7, 947989 6438502.7, 947992.8 6438491.9, 947996.3 6438471.6, 947998.8 6438462.7, 948004.6 6438437.7, 948010.4 6438409.8, 948015.7 6438383.9, 948019 6438363.1, 948021.2 6438347.3, 948027.2 6438309.8, 948032.7 6438286, 948032.3 6438264.8, 948031.3 6438239.6)",Chemin,0
295,TRONROUT0000000008088460,1845,1846,"LINESTRING (943131.6 6428002.7, 943130.2 6428005.7, 943124.1 6428007.2, 943107.8 6428002.3, 943090.9 6427995.8, 943076 6427988, 943061.8 6427981.2, 943050 6427974.8, 943042.3 6427968.9, 943040.1 6427962.6, 943038.6 6427950.1, 943038.1 6427941.2, 943035.4 6427933.9, 943032.1 6427931.8, 943025.8 6427931.4, 942943.5 6427940.2, 942922.7 6427938.2, 942909 6427930, 942892.9 6427912.7, 942882.4 6427889.1, 942859 6427824.1, 942845.5 6427800.3, 942833 6427791.3, 942817.3 6427785.7, 942803.6 6427779.8, 942789.8 6427763.2, 942759.7 6427718.6, 942755.8 6427712.7, 942746.3 6427690.9, 942735.4 6427682.7)",Chemin,0
296,TRONROUT0000002206382680,1847,1848,"LINESTRING (943226 6428168.1, 943230 6428167.9, 943235.2 6428168.2, 943240.3 6428163.8, 943241 6428160.5)",Sentier,0
297,TRONROUT0000000008088033,1848,1845,"LINESTRING (943241 6428160.5, 943236.3 6428153.8, 943234.2 6428152.5, 943233 6428150.7, 943232.5 6428149.1, 943233.4 6428145.5, 943233.3 6428141.4, 943232.1 6428139.8, 943232.2 6428136.2, 943230.3 6428132.7, 943230.4 6428128, 943228.5 6428119.9, 943226.6 6428118, 943225.5 6428115.3, 943223.4 6428113.7, 943222.7 6428111.1, 943222.3 6428109.1, 943223.5 6428107.4, 943221.8 6428105, 943220.2 6428101.9, 943218.7 6428097.5, 943218.1 6428092.3, 943215.8 6428080.9, 943211.8 6428073.3, 943211.2 6428063.7, 943209.2 6428059.4, 943206.3 6428050.7, 943202.9 6428044.7, 943198.1 6428040.3, 943187.6 6428032.5, 943171 6428022.7, 943155.6 6428015.6, 943131.6 6428002.7)",Sentier,0
298,TRONROUT0000002006316759,1849,1455,"LINESTRING (944954.4 6437055.1, 944963.1 6437075, 944982.2 6437085.8, 945015.4 6437114.1, 945045.5 6437133.2, 945055 6437134.2, 945080.8 6437142.5, 945108.7 6437174.6, 945126.8 6437204.4)",Sentier,0
299,TRONROUT0000002006316760,1850,1454,"LINESTRING (945397.6 6437097, 945390.4 6437094.6, 945385.5 6437097.1, 945374.8 6437096.4, 945362.9 6437091.4, 945357.4 6437090.4, 945325.7 6437093.5, 945279.9 6437101.4, 945274.7 6437100.9, 945265.8 6437095.9, 945260.7 6437096.2, 945229.8 6437103.7, 945213.2 6437109.5, 945192.5 6437114.1, 945180.7 6437126.2, 945172.6 6437133.7, 945162.8 6437138.3, 945138.2 6437145.4, 945126.4 6437151.9, 945125.5 6437160.9, 945126.7 6437180.7, 945133 6437198.5, 945135.3 6437204.2, 945133.4 6437204.2)",Sentier,0
300,TRONROUT0000000008082546,1851,1852,"LINESTRING (945789.1 6437008.9, 945822.6 6437021.8)",Chemin,0
301,TRONROUT0000000008082647,1853,1854,"LINESTRING (942213.6 6437487.6, 942196.1 6437487.2, 942171.5 6437496.6, 942148.9 6437504, 942116.1 6437502.2, 942108.5 6437498.7, 942102.3 6437499.4)",Sentier,0
302,TRONROUT0000000008082656,1855,1856,"LINESTRING (942056.6 6437452.1, 942061.1 6437442.3, 942063.6 6437432.8, 942066.5 6437424.3, 942071.9 6437415.1, 942078.6 6437408, 942087.7 6437402.8, 942102 6437399.1, 942125.8 6437396.2)",Route_a_1_chaussee,0
303,TRONROUT0000000008083172,1857,1460,"LINESTRING (942147.8 6437346.4, 942206.8 6437296.5, 942225.4 6437269.7, 942249.4 6437157.1, 942238.3 6437143.1, 942265.9 6437092.9, 942259.1 6437008.4, 942274.2 6436966.5, 942275.6 6436941.5, 942275.5 6436926.3, 942278.3 6436918.3, 942297.7 6436893.5, 942305.2 6436852.8, 942309.5 6436810.3)",Sentier,0
304,TRONROUT0000000356599864,1858,1417,"LINESTRING (942043.2 6437469.5, 942041.6 6437466.3, 942041.5 6437460.2)",Route_a_1_chaussee,0
305,TRONROUT0000000008082555,1859,1860,"LINESTRING (945646.7 6437073, 945651.3 6437068, 945654 6437055.1)",Route_a_1_chaussee,0
306,TRONROUT0000000008082557,1861,1862,"LINESTRING (945949.9 6436913.2, 945951 6436912.2, 945964.8 6436902.6, 945987.6 6436886.8, 945993.5 6436880.5, 945996.7 6436875.1, 945999.1 6436869.4, 946004 6436859.8, 946005.7 6436857.2, 946010.2 6436846.5)",Sentier,0
307,TRONROUT0000000008082563,1863,1864,"LINESTRING (945538.3 6437122.6, 945545.3 6437132.9, 945550.8 6437141.1, 945560.8 6437155.4, 945567.9 6437158.4)",Route_a_1_chaussee,0
308,TRONROUT0000000008082566,1865,1864,"LINESTRING (945586.1 6437177.7, 945580.6 6437176, 945573.8 6437172.3, 945569.8 6437168.3, 945567.9 6437158.4)",Route_a_1_chaussee,0
309,TRONROUT0000000008082586,1850,1866,"LINESTRING (945397.6 6437097, 945393.1 6437101.7, 945382.3 6437111.6)",Route_a_1_chaussee,0
310,TRONROUT0000000008082648,1856,1857,"LINESTRING (942125.8 6437396.2, 942127.2 6437393.5, 942128.3 6437385.5, 942127.8 6437374.7, 942128.8 6437371.4, 942130.5 6437369.8, 942147.8 6437346.4)",Route_a_1_chaussee,0
311,TRONROUT0000000008082650,1856,1867,"LINESTRING (942125.8 6437396.2, 942143 6437394.6)",Route_a_1_chaussee,0
312,TRONROUT0000000008082605,1868,1728,"LINESTRING (943639.9 6437598.7, 943606.2 6437582.7, 943585.4 6437577.6, 943557.8 6437569.5, 943519.8 6437561.6, 943509.8 6437533.6, 943497.9 6437531.4, 943479.5 6437532, 943481.9 6437521.5, 943483.5 6437515.4, 943487.3 6437511.8, 943485.3 6437509.1, 943476.3 6437511.4, 943467.8 6437515, 943460 6437512.9, 943447.1 6437512.3, 943445.5 6437508.7, 943456.4 6437504.6, 943460.6 6437501.1, 943463 6437497.9, 943462.7 6437491.8, 943455.8 6437490.4, 943456.5 6437487.4, 943465.3 6437475.3, 943484.5 6437452.8, 943487.6 6437440.5, 943494.3 6437418.9, 943508.3 6437396.5, 943498.8 6437390.4, 943476.9 6437383.7, 943468.1 6437378.2, 943462.3 6437379.5, 943452.3 6437384.8, 943453.1 6437372.6, 943444.2 6437376.8, 943438.9 6437378.7, 943438.7 6437371.5, 943434.2 6437370.4, 943427.5 6437370.4, 943420.9 6437369.8, 943401.2 6437374.1, 943352.9 6437364.1, 943344.4 6437364.7, 943339.4 6437366, 943329.4 6437367.2, 943312.4 6437363, 943308.8 6437356.7, 943307.4 6437350.8, 943300.7 6437350, 943295.9 6437346.8, 943291.2 6437345.5, 943277 6437346.8, 943282.3 6437337.7, 943277.4 6437332.5, 943262.4 6437334.5, 943244.1 6437347.6, 943233.2 6437344, 943216.3 6437344.5, 943239.4 6437317, 943195.2 6437305.9)",Sentier,0
313,TRONROUT0000000008082606,1869,1870,"LINESTRING (942686.7 6437250.2, 942701.4 6437248.6, 942720.2 6437245.9)",Sentier,0
314,TRONROUT0000000008082607,1637,1869,"LINESTRING (942698 6437263.6, 942685.3 6437261.8, 942679.3 6437259.4, 942676.6 6437256.2, 942679.6 6437252.5, 942686.7 6437250.2)",Sentier,0
315,TRONROUT0000000008082613,1871,1872,"LINESTRING (942765.5 6437207.1, 942784 6437183.9, 942793.8 6437166.9, 942811.5 6437131.2, 942839.2 6437095.4, 942857 6437077.5, 942868.9 6437062.4, 942879.8 6437056.7, 942898.7 6437051.8, 942913.7 6437047, 942923.6 6437040.3, 942933.5 6437029, 942934 6437027.2)",Sentier,0
316,TRONROUT0000000008082615,1870,1871,"LINESTRING (942720.2 6437245.9, 942725.8 6437242.3, 942749.3 6437227.7, 942765.5 6437207.1)",Sentier,0
317,TRONROUT0000000008082616,1872,1651,"LINESTRING (942934 6437027.2, 942940.3 6437007.4, 942945.2 6436992.4, 942945.1 6436984, 942940.1 6436982.1, 942926.2 6436988.8, 942914.2 6436993.5, 942906.2 6436994.6, 942904.2 6436993.6, 942904.2 6436989, 942909.1 6436980.5, 942915 6436962.7, 942921.3 6436938.4)",Sentier,0
318,TRONROUT0000000008082617,1801,1451,"LINESTRING (942627.6 6436919.7, 942624.8 6436916.1, 942623.3 6436916.3, 942621.6 6436916.3, 942613.5 6436910.8)",Route_a_1_chaussee,0
319,TRONROUT0000000008082626,1808,1730,"LINESTRING (942647.1 6437324.4, 942641.9 6437316.3, 942632.1 6437304, 942598.6 6437279.5)",Route_a_1_chaussee,0
320,TRONROUT0000000008082630,1873,1638,"LINESTRING (942650.1 6437268.9, 942657.5 6437269.7, 942672.8 6437276.1, 942685.8 6437277, 942702.1 6437271.5, 942712.8 6437266.2)",Route_a_1_chaussee,0
321,TRONROUT0000000008082635,1651,1874,"LINESTRING (942921.3 6436938.4, 942926.7 6436936.8, 942934.8 6436921.8, 942944.3 6436899.3)",Sentier,0
322,TRONROUT0000000008082657,1875,1867,"LINESTRING (942138.3 6437416, 942140.8 6437404.2, 942143 6437394.6)",Route_a_1_chaussee,0
323,TRONROUT0000000008083125,1654,1876,"LINESTRING (945877.5 6436375.1, 945876.1 6436367.8, 945873.9 6436362.9, 945871.4 6436358.3)",Route_a_1_chaussee,0
324,TRONROUT0000000008083144,1471,1877,"LINESTRING (946105.2 6436620.2, 946103.6 6436629.2)",Route_a_1_chaussee,0
325,TRONROUT0000000008083146,1878,1593,"LINESTRING (945906.8 6436508.5, 945904.8 6436506.3, 945900.6 6436500.4, 945897 6436493.9, 945894.4 6436485.8)",Route_a_1_chaussee,0
326,TRONROUT0000000008083147,1617,1878,"LINESTRING (945963.3 6436558.3, 945957.4 6436555.8, 945947.7 6436549.7, 945943.5 6436546.7, 945922 6436524.6, 945906.8 6436508.5)",Route_a_1_chaussee,0
327,TRONROUT0000000008083149,1876,1879,"LINESTRING (945871.4 6436358.3, 945869.8 6436355.3, 945866.5 6436349.4)",Route_a_1_chaussee,1
328,TRONROUT0000000008083150,1880,1881,"LINESTRING (946083.1 6436692.8, 946088.9 6436694.1, 946093.6 6436700.7, 946096.9 6436704.7)",Route_a_1_chaussee,0
329,TRONROUT0000000008083151,1877,1882,"LINESTRING (946103.6 6436629.2, 946100.3 6436641.4, 946097.3 6436653.4, 946095.8 6436660, 946094.6 6436665.1)",Route_a_1_chaussee,1
330,TRONROUT0000000008083152,1882,1880,"LINESTRING (946094.6 6436665.1, 946093.9 6436668.2, 946088.7 6436684.4, 946083.1 6436692.8)",Route_a_1_chaussee,0
331,TRONROUT0000000008083154,1883,1884,"LINESTRING (945530.2 6436595.3, 945589.9 6436547.9, 945638.9 6436523.1)",Chemin,0
332,TRONROUT0000000008083155,1885,1883,"LINESTRING (945481.7 6436629.9, 945530.2 6436595.3)",Chemin,0
333,TRONROUT0000000008083164,1886,1885,"LINESTRING (944426.2 6436992.6, 944457.1 6436969.3, 944477.8 6436938.6, 944507.9 6436908.7, 944549.6 6436873, 944574.7 6436849.6, 944599.1 6436829.1, 944617.8 6436810.1, 944650 6436773.6, 944667.2 6436746.8, 944684.4 6436728.4, 944727.7 6436715.8, 944755.1 6436709, 944793.5 6436712.3, 944827.6 6436723.6, 944890.6 6436724.6, 944923.1 6436725.7, 944954 6436727, 944973.9 6436734.6, 945016 6436752.4, 945041.4 6436755, 945068.8 6436753.4, 945094.1 6436747.4, 945140.4 6436746.3, 945169.4 6436745.2, 945227.1 6436733.3, 945247.3 6436727.3, 945283.4 6436715.4, 945311.6 6436707.1, 945362.6 6436670.5, 945413.7 6436639.7, 945481.7 6436629.9)",Sentier,0
334,TRONROUT0000000008088034,1845,1887,"LINESTRING (943131.6 6428002.7, 943134.9 6427997.3, 943137.2 6427981.5, 943145.5 6427958.5, 943152.5 6427940.8, 943153.3 6427933.7, 943153.1 6427924.7, 943153.2 6427918.8, 943154.7 6427915.4, 943158.1 6427915.6, 943161.8 6427919.1, 943169.5 6427934.5, 943181.3 6427964.5, 943192.1 6427989.7, 943201 6428005.4, 943213 6428019.5, 943229.4 6428034, 943243.9 6428048.1, 943250.4 6428054.8, 943253.7 6428057.4, 943262.3 6428060.6, 943263.7 6428062.9, 943269.3 6428073.2, 943278.2 6428084, 943290.9 6428092.7, 943301.5 6428103.3, 943319.2 6428123.9, 943324.2 6428130.6, 943333.3 6428141.5, 943338 6428153.1, 943341.6 6428161.6, 943346.7 6428174.1, 943347.2 6428187.2, 943345.6 6428197.1, 943342 6428204.6, 943331.9 6428211.9, 943312.6 6428210.5)",Chemin,0
335,TRONROUT0000000014417003,1887,1888,"LINESTRING (943312.6 6428210.5, 943297.8 6428198.1, 943281.7 6428187, 943262.8 6428189, 943254.8 6428191.9, 943249 6428202.9)",Sentier,0
336,TRONROUT0000002002037878,1643,1869,"LINESTRING (942674.8 6437252.2, 942681.4 6437250.8, 942686.7 6437250.2)",Sentier,0
337,TRONROUT0000000293525025,1889,1890,"LINESTRING (944598.8 6437222.3, 944561.2 6437239.1, 944533.3 6437248.2, 944511.4 6437248.1, 944494.1 6437248.3, 944481.3 6437254.4, 944439.7 6437262.2, 944420 6437265, 944399.3 6437267.9, 944363.4 6437278.3, 944342.9 6437283.5, 944321.6 6437297.5, 944298.2 6437310.8, 944282.3 6437314.9)",Sentier,0
338,TRONROUT0000000322302331,1881,1781,"LINESTRING (946096.9 6436704.7, 946094.2 6436715.1, 946092.3 6436729.8, 946088.7 6436740.2, 946081.1 6436758.2)",Route_a_1_chaussee,0
339,TRONROUT0000000322302339,1413,1617,"LINESTRING (945982.3 6436568.6, 945978.2 6436566.5, 945967.3 6436560.8, 945963.3 6436558.3)",Route_a_1_chaussee,0
340,TRONROUT0000000326565698,1891,1859,"LINESTRING (945613.1 6437105.4, 945614.8 6437097.2, 945618.2 6437091.8, 945623.9 6437085.9, 945638.4 6437076.8, 945646.7 6437073)",Route_a_1_chaussee,0
341,TRONROUT0000000326565702,1866,1785,"LINESTRING (945382.3 6437111.6, 945393 6437110.1, 945403.1 6437104.2, 945422.3 6437091.9, 945435.7 6437086.4, 945447.8 6437083.5, 945461.6 6437084.5, 945468.7 6437085.8)",Route_a_1_chaussee,0
342,TRONROUT0000000326565707,1786,1892,"LINESTRING (945482 6437088.8, 945490.1 6437090.8)",Route_a_1_chaussee,0
343,TRONROUT0000000326565715,1472,1891,"LINESTRING (945591.9 6437176.4, 945594.6 6437172.3, 945596.1 6437165.6, 945597.6 6437158, 945598.5 6437151.6, 945599.1 6437147, 945599.8 6437140.1, 945601.9 6437132.1, 945604.6 6437126.6, 945608.4 6437122.3, 945611.5 6437117.6, 945612.8 6437113.1, 945613.1 6437105.4)",Route_a_1_chaussee,0
344,TRONROUT0000000356599866,1854,1893,"LINESTRING (942102.3 6437499.4, 942080.1 6437501.9, 942060.3 6437504.2)",Chemin,0
345,TRONROUT0000000356599868,1419,1853,"LINESTRING (942223.1 6437487.9, 942213.6 6437487.6)",Sentier,1
346,TRONROUT0000000356599876,1642,1730,"LINESTRING (942641.7 6437269.4, 942610.3 6437275.5, 942598.6 6437279.5)",Route_a_1_chaussee,0
