0,946054.6983836105,6436604.236979126,936.0,no_time_stamp,843
1,946087.3982752226,6436593.192931811,946.3,no_time_stamp,843
2,946024.2355949278,6436474.984405932,966.2,no_time_stamp,843
3,946002.3759723078,6436433.326817525,970.3,no_time_stamp,843
4,945924.8085921982,6436360.122043261,958.6,no_time_stamp,843
5,945875.5385926181,6436357.284761959,957.5,no_time_stamp,843
6,945862.0871673991,6436320.40621648,965.7,no_time_stamp,843
7,945864.6612308738,6436267.2660733685,982.1,no_time_stamp,843
8,945911.6316490253,6436178.645167383,1008.4,no_time_stamp,843
9,945938.3293981412,6436094.002418275,1026.6,no_time_stamp,843
10,945927.8411474109,6436048.015247864,1046.8,no_time_stamp,843
11,945909.7035739798,6436001.947958949,1073.0,no_time_stamp,843
12,945885.7030672871,6435944.533712836,1107.7,no_time_stamp,843
13,945878.3819578064,6435902.228717616,1134.0,no_time_stamp,843
14,945855.0714260528,6435897.194611617,1153.1,no_time_stamp,843
15,945852.9946881972,6435877.883175372,1165.3,no_time_stamp,843
16,945823.5068665763,6435853.486828,1195.5,no_time_stamp,843
17,945868.920429696,6435730.457809734,1207.0,no_time_stamp,843
18,945859.4371188576,6435641.04991469,1223.7,no_time_stamp,843
19,945826.8024231675,6435558.507668572,1246.1,no_time_stamp,843
20,945837.2685895297,6435481.336959201,1240.3,no_time_stamp,843
21,945824.2403520274,6435379.784537477,1251.8,no_time_stamp,843
22,945784.3090489072,6435340.081310279,1269.9,no_time_stamp,843
23,945767.3659198337,6435251.712621179,1265.4,no_time_stamp,843
24,945720.7884955995,6435232.4215935785,1280.6,no_time_stamp,843
25,945703.376586467,6435199.833076367,1280.0,no_time_stamp,843
26,945663.6915189086,6435181.81511563,1293.8,no_time_stamp,843
27,945621.8588466074,6435134.257250771,1306.6,no_time_stamp,843
28,945602.3151953769,6435091.692310866,1313.3,no_time_stamp,843
29,945580.7016997326,6435035.596293058,1324.5,no_time_stamp,843
30,945551.6465538781,6435004.104721361,1345.2,no_time_stamp,843
31,945516.319204042,6434977.58989751,1369.2,no_time_stamp,843
32,945472.7546905292,6434949.861015106,1396.9,no_time_stamp,843
33,945424.8438023484,6434918.292948248,1419.0,no_time_stamp,843
34,945393.817526557,6434910.733270712,1430.6,no_time_stamp,843
35,945325.8693449363,6434895.048423027,1460.8,no_time_stamp,843
36,945299.3770347366,6434868.5498607075,1468.8,no_time_stamp,843
37,945205.7496448186,6434839.738231678,1523.1,no_time_stamp,843
38,945159.2373422515,6434814.674235845,1530.7,no_time_stamp,843
39,945110.8384914632,6434795.42732569,1538.4,no_time_stamp,843
40,945078.7566664371,6434792.607201335,1550.9,no_time_stamp,843
41,945046.57353045,6434776.333860322,1559.7,no_time_stamp,843
42,945033.5747600042,6434781.824043597,1563.3,no_time_stamp,843
43,945036.0829610393,6434788.258503802,1564.0,no_time_stamp,843
44,945017.1142797782,6434793.06896196,1570.6,no_time_stamp,843
45,944995.4707628533,6434785.658568549,1573.8,no_time_stamp,843
46,944989.6847068412,6434786.319914065,1576.6,no_time_stamp,843
47,944968.2461841454,6434767.6913436735,1581.3,no_time_stamp,843
48,944948.0028793735,6434756.779397056,1587.5,no_time_stamp,843
49,944921.3434286981,6434750.5055903215,1595.4,no_time_stamp,843
50,944901.8046646172,6434739.732689229,1600.1,no_time_stamp,843
51,944882.5018891615,6434724.967673054,1604.5,no_time_stamp,843
52,944867.6506419993,6434715.379774817,1609.3,no_time_stamp,843
53,944856.6375682832,6434702.497275517,1613.3,no_time_stamp,843
54,944849.0789145657,6434704.089351506,1616.8,no_time_stamp,843
55,944841.3395749955,6434690.224214123,1619.7,no_time_stamp,843
56,944835.5005515666,6434686.215242401,1622.1,no_time_stamp,843
57,944830.7508915741,6434676.5804036595,1622.8,no_time_stamp,843
58,944812.5383006092,6434670.194911723,1632.1,no_time_stamp,843
59,944805.810438736,6434662.705283093,1634.8,no_time_stamp,843
60,944787.9564090213,6434653.221723664,1643.7,no_time_stamp,843
61,944777.1666730739,6434644.68308402,1647.7,no_time_stamp,843
62,944766.0570324953,6434632.241562909,1652.5,no_time_stamp,843
63,944759.214979466,6434621.635243447,1655.8,no_time_stamp,843
64,944755.8299167026,6434603.384312418,1654.3,no_time_stamp,843
65,944749.8151448601,6434593.810919157,1656.0,no_time_stamp,843
66,944749.0963877555,6434584.001279627,1653.9,no_time_stamp,843
67,944737.9643519367,6434568.113225367,1656.9,no_time_stamp,843
68,944729.8139894463,6434562.679608408,1660.9,no_time_stamp,843
69,944731.7790467475,6434560.867330898,1659.1,no_time_stamp,843
70,944719.9775535733,6434547.9540748745,1665.0,no_time_stamp,843
71,944717.9096379316,6434528.310006666,1663.1,no_time_stamp,843
72,944691.496319708,6434501.706127511,1673.7,no_time_stamp,843
73,944671.2032142323,6434488.01437327,1679.8,no_time_stamp,843
74,944665.6228714474,6434451.337111628,1678.3,no_time_stamp,843
75,944638.4732581759,6434421.369963428,1687.5,no_time_stamp,843
76,944630.548832811,6434404.163279131,1689.9,no_time_stamp,843
77,944630.0036932679,6434383.912214421,1688.7,no_time_stamp,843
78,944605.8482564453,6434360.065155927,1700.2,no_time_stamp,843
79,944621.8183739528,6434345.242984351,1694.0,no_time_stamp,843
80,944626.2933146919,6434321.7436042465,1695.3,no_time_stamp,843
81,944619.7202319757,6434296.253685239,1702.4,no_time_stamp,843
82,944622.1992890397,6434273.342732629,1705.4,no_time_stamp,843
83,944604.3607993938,6434259.414284474,1710.4,no_time_stamp,843
84,944584.1883403973,6434238.613872366,1718.1,no_time_stamp,843
